libvisual-0.4-0:amd64	0.4.2-4
libvo-aacenc0:amd64	0.1.3-3build1
libvo-amrwbenc0:amd64	0.1.3-2build2
libvolume-key1:amd64	0.3.12-10build2
libvorbis0a:amd64	1.3.7-3build2
libvorbisenc2:amd64	1.3.7-3build2
libvorbisfile3:amd64	1.3.7-3build2
libvpx12:amd64	1.16.0-3
libvulkan1:amd64	1.4.341.0-1
libwavpack1:amd64	5.9.0-1
libwayland-client0:amd64	1.24.0-2
libwayland-cursor0:amd64	1.24.0-2
libwayland-egl1:amd64	1.24.0-2
libwebp7:amd64	1.5.0-0.1build1
libwebpmux3:amd64	1.5.0-0.1build1
libwebrtc-audio-processing-1-3:amd64	1.3-3build2
libwildmidi2:amd64	0.4.6-1
libwrap0:amd64	7.6.q-36build2
libx11-6:amd64	2:1.8.13-1
libx11-data	2:1.8.13-1
libx11-xcb1:amd64	2:1.8.13-1
libx265-215:amd64	4.1-4
libxau6:amd64	1:1.0.11-1build2
libxcb-dri3-0:amd64	1.17.0-2ubuntu1
libxcb-glx0:amd64	1.17.0-2ubuntu1
libxcb-present0:amd64	1.17.0-2ubuntu1
libxcb-randr0:amd64	1.17.0-2ubuntu1
libxcb-render0:amd64	1.17.0-2ubuntu1
libxcb-shm0:amd64	1.17.0-2ubuntu1
libxcb-sync1:amd64	1.17.0-2ubuntu1
libxcb-xfixes0:amd64	1.17.0-2ubuntu1
libxcb-xkb1:amd64	1.17.0-2ubuntu1
libxcb1:amd64	1.17.0-2ubuntu1
libxcomposite1:amd64	1:0.4.6-1build1
libxcursor1:amd64	1:1.2.3-1build1
libxdamage1:amd64	1:1.1.7-1
libxdmcp6:amd64	1:1.1.5-2
libxext6:amd64	2:1.3.4-1build3
libxfixes3:amd64	1:6.0.0-2build2
libxi6:amd64	2:1.8.2-2
libxinerama1:amd64	2:1.1.4-3build2
libxkbcommon-x11-0:amd64	1.13.1-1
libxkbcommon0:amd64	1.13.1-1
libxml2-16:amd64	2.15.2+dfsg-0.1ubuntu0.1
libxmlb2:amd64	0.3.24-2
libxmlsec1-1:amd64	1.3.9-1
libxmlsec1-openssl1:amd64	1.3.9-1
libxmuu1:amd64	2:1.1.3-4
libxnnpack0.20241108:amd64	0.0~git20241108.4ea82e5-2build1
libxrandr2:amd64	2:1.5.4-1build1
libxrender1:amd64	1:0.9.12-1build1
libxres1:amd64	2:1.2.1-1build2
libxshmfence1:amd64	1.3.3-1build1
libxslt1.1:amd64	1.1.45-0.1
libxss1:amd64	1:1.2.3-1build4
libxtables12:amd64	1.8.11-2ubuntu3
libxtst6:amd64	2:1.2.5-1build1
libxxf86vm1:amd64	1:1.1.4-2
libxxhash0:amd64	0.8.3-2build1
libyajl2:amd64	2.1.0-5.1
libyaml-0-2:amd64	0.2.5-2build3
libzbar0t64:amd64	0.23.93-9ubuntu1
libzix-0-0:amd64	0.8.0-1
libzstd1:amd64	1.5.7+dfsg-3
libzvbi-common	0.2.44-1ubuntu2
libzvbi0t64:amd64	0.2.44-1ubuntu2
libzxing3:amd64	2.3.0-5
linux-base	4.15ubuntu5
linux-firmware	20260319.git217ca6e4.1ubuntu
linux-firmware-amd-graphics	20260319.git217ca6e4-0ubuntu3.1
linux-firmware-amd-misc	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-broadcom-wireless	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-intel-graphics	20260319.git217ca6e4-0ubuntu2.1
linux-firmware-intel-misc	20260319.git217ca6e4-0ubuntu1.2
linux-firmware-intel-wireless	20260319.git217ca6e4-0ubuntu2.1
linux-firmware-marvell-prestera	20260319.git217ca6e4-0ubuntu1.2
linux-firmware-marvell-wireless	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-mediatek	20260319.git217ca6e4-0ubuntu1.2
linux-firmware-mellanox-spectrum	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-misc	20260319.git217ca6e4-0ubuntu2.2
linux-firmware-netronome	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-nvidia-graphics	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-qlogic	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-qualcomm-graphics	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-qualcomm-misc	20260319.git217ca6e4-0ubuntu2.1
linux-firmware-qualcomm-wireless	20260319.git217ca6e4-0ubuntu1.2
linux-firmware-realtek	20260319.git217ca6e4-0ubuntu1.2
linux-generic	7.0.0-31.31
linux-headers-7.0.0-30	7.0.0-30.30
linux-headers-7.0.0-30-generic	7.0.0-30.30
linux-headers-7.0.0-31	7.0.0-31.31
linux-headers-7.0.0-31-generic	7.0.0-31.31
linux-headers-generic	7.0.0-31.31
linux-image-7.0.0-30-generic	7.0.0-30.30
linux-image-7.0.0-31-generic	7.0.0-31.31
linux-image-generic	7.0.0-31.31
linux-libc-dev:amd64	7.0.0-31.31
linux-main-modules-zfs-7.0.0-30-generic	7.0.0-30.30
linux-main-modules-zfs-7.0.0-31-generic	7.0.0-31.31+2
linux-modules-7.0.0-30-generic	7.0.0-30.30
linux-modules-7.0.0-31-generic	7.0.0-31.31
linux-perf	7.0.0-31.31
linux-sysctl-defaults	4.15ubuntu5
linux-tools-7.0.0-30	7.0.0-30.30
linux-tools-7.0.0-30-generic	7.0.0-30.30
linux-tools-7.0.0-31	7.0.0-31.31
linux-tools-7.0.0-31-generic	7.0.0-31.31
linux-tools-common	7.0.0-31.31
locales	2.43-2ubuntu2.3
login	1:4.16.0-2+really2.41.3-3ubuntu2.2
login.defs	1:4.17.4-2ubuntu3
logrotate	3.22.0-1build1
logsave	1.47.2-3ubuntu4
lrzsz	0.12.21rc-0.3
lsb-base	11.6build1
lsb-release	12.1-2build1
lshw	02.19.git.2021.06.19.996aaad9c7-2.1ubuntu3
lsof	4.99.4+dfsg-2build2
lvm2	2.03.31-2ubuntu3
lxd-agent-loader	0.13ubuntu0
lxd-installer	14ubuntu0
lzop	1.04-2build4
makedumpfile	1:1.7.7-1
man-db	2.13.1-1build1
manpages	6.17-1
manpages-dev	6.17-1
mawk	1.3.4.20260129-1
mdadm	4.5-5ubuntu1
media-types	14.0.0build1
mesa-libgallium:amd64	26.0.8-1ubuntu0.3
minicom	2.10-1ubuntu1
modemmanager	1.25.95-1ubuntu1
mokutil	0.7.2-2
motd-news-config	14ubuntu6.2
mount	2.41.3-3ubuntu2.2
mtools	4.0.49-1
mtr-tiny	0.95-1.1ubuntu2
multipath-tools	0.14.3-2ubuntu1
nano	8.7.1-1ubuntu0.1
ncurses-base	6.6+20251231-1
ncurses-bin	6.6+20251231-1
ncurses-term	6.6+20251231-1
needrestart	3.11-1ubuntu2
netbase	6.5build1
netcat-openbsd	1.234-1
netplan-generator	1.2-1ubuntu5
netplan.io	1.2-1ubuntu5
network-manager	1.54.3-2ubuntu3
network-manager-l10n	1.54.3-2ubuntu3
network-manager-pptp	1.2.12-6
networkd-dispatcher	2.2.4-1.1ubuntu1
nftables	1.1.6-1
node-acorn	8.16.0+ds+~cs25.18.7-4
node-balanced-match	2.0.0-1
node-brace-expansion	2.0.1+~1.1.0-2
node-cjs-module-lexer	1.2.3+dfsg-1
node-corepack	0.24.0-5build1
node-debug	4.4.3+~4.1.13-1
node-llhttp	9.3.3~really9.3.0+~cs12.11.8-3build1
node-lru-cache	10.0.1-3
node-minimatch	9.0.3-6
node-ms	2.1.3+~cs0.7.31-3
node-semver	7.6.1+~7.5.8-2
node-undici	7.18.2+dfsg+~cs3.2.0-1build1
node-xtend	4.0.2-3
nodejs	22.22.1+dfsg+~cs22.19.15-1ubuntu1
ntfs-3g	1:2022.10.3-5ubuntu1.1
numactl	2.0.19-1build1
open-iscsi	2.1.11-3ubuntu3
open-vm-tools	2:13.0.10-1ubuntu1
openssh-client	1:10.2p1-2ubuntu3.6
openssh-server	1:10.2p1-2ubuntu3.6
openssh-sftp-server	1:10.2p1-2ubuntu3.6
openssl	3.5.5-1ubuntu3.5
openssl-provider-legacy	3.5.5-1ubuntu3.5
os-prober	1.84ubuntu1
overlayroot	0.58ubuntu
packagekit	1.3.4-3ubuntu1.2
parted	3.6-6
passwd	1:4.17.4-2ubuntu3
patch	2.8-2build1
pci.ids	0.0~2026.02.12-1
pciutils	1:3.14.0-1build2
perl	5.40.1-7ubuntu0.1
perl-base	5.40.1-7ubuntu0.1
perl-modules-5.40	5.40.1-7ubuntu0.1
pinentry-curses	1.3.2-3ubuntu1
plymouth	24.004.60+git20250831.4a3c171d-0ubuntu8
plymouth-theme-ubuntu-text	24.004.60+git20250831.4a3c171d-0ubuntu8
pnp.ids	0.394-1build1
polkitd	127-2ubuntu1
powermgmt-base	1.38ubuntu2
ppp	2.5.2-1+1.2
pptp-linux	1.10.0-2build1
procps	2:4.0.4-9ubuntu1
psmisc	23.7-2ubuntu2
publicsuffix	20260129.1928-1
python-apt-common	3.1.0ubuntu1.1
python-babel-localedata	2.17.0-2
python3	3.14.3-0ubuntu2
python3-apport	2.34.1-0ubuntu0.1
python3-apt	3.1.0ubuntu1.1
python3-attr	25.4.0-1build1
python3-autocommand	2.2.2-4
python3-automat	25.4.16-1build1
python3-babel	2.17.0-2
python3-bcrypt	5.0.0-3build1
python3-blinker	1.9.0-2build1
python3-boto3	1.40.72-1build1
python3-botocore	1.40.72+repack-1build1
python3-bpfcc	0.35.0+ds-1ubuntu2
python3-certifi	2026.1.4+ds-1
python3-cffi-backend:amd64	2.0.0-3build1
python3-chardet	5.2.0+dfsg-2build1
python3-click	8.2.0+0.really.8.1.8-1build1
python3-commandnotfound	23.04.0build1
python3-configobj	5.0.9-1build1
python3-constantly	23.10.4-2build1
python3-cryptography	46.0.5-1ubuntu2
python3-dateutil	2.9.0-4build1
python3-dbus	1.4.0-1build2
python3-debconf	1.5.92
python3-debian	1.0.1ubuntu2
python3-distro	1.9.0-1build1
python3-distro-info	1.15
python3-distupgrade	1:26.04.23
python3-gdbm	3.14.3-0ubuntu2
python3-gi	3.56.2-1
python3-hamcrest	2.1.0-3
python3-httplib2	0.22.0-1ubuntu0.1
python3-hyperlink	21.0.0-6build1
python3-idna	3.11-1ubuntu0.1
python3-incremental	24.7.2-4
python3-inflect	7.5.0-1build1
python3-jaraco.context	6.0.1-2
python3-jaraco.functools	4.1.0-1build1
python3-jaraco.text	4.0.0-1build1
python3-jinja2	3.1.6-1build1
python3-jmespath	1.0.1-1build1
python3-json-pointer	2.4-4
python3-jsonpatch	1.32-6
python3-jsonschema	4.19.2-6ubuntu2
python3-jsonschema-specifications	2023.12.1-4
python3-jwt	2.10.1-4ubuntu1
python3-launchpadlib	2.1.0-1build1
python3-lazr.restfulclient	0.14.6-3build1
python3-lazr.uri	1.0.6-7build1
python3-linkify-it	2.0.3-1ubuntu3
python3-magic	2:0.4.27-3build1
python3-markdown-it	3.0.0-3build1
python3-markupsafe	3.0.3-1build1
python3-mdurl	0.1.2-1build1
python3-minimal	3.14.3-0ubuntu2
python3-more-itertools	10.8.0-1build1
python3-netaddr	1.3.0-1build1
python3-netifaces:amd64	0.11.0-2build7
python3-netplan	1.2-1ubuntu5
python3-oauthlib	3.3.1-1build1
python3-openssl	25.3.0-1ubuntu1
python3-packaging	26.0-1
python3-passlib	1.9.3-1ubuntu1
python3-pexpect	4.9-4
python3-pip-whl	25.1.1+dfsg-1ubuntu2
python3-pkg-resources	78.1.1-0.1build1
python3-problem-report	2.34.1-0ubuntu0.1
python3-ptyprocess	0.7.0-6build1
python3-pyasn1	0.6.3-1ubuntu0.1
python3-pyasn1-modules	0.4.1-2build1
python3-pygments	2.19.2+dfsg-1
python3-pyparsing	3.3.2-2
python3-referencing	0.36.2-1ubuntu2
python3-requests	2.32.5+dfsg-1ubuntu1
python3-rich	13.9.4-1.2
python3-rpds-py	0.27.1-2ubuntu3
python3-s3transfer	0.14.0-1build1
python3-serial	3.5-2build1
python3-service-identity	24.2.0-1build1
python3-setuptools	78.1.1-0.1build1
python3-setuptools-whl	78.1.1-0.1build1
python3-six	1.17.0-2build1
python3-software-properties	0.120.1
python3-systemd	235-1build9
python3-twisted	25.5.0-5ubuntu0.1
python3-typeguard	4.4.4-2
python3-typing-extensions	4.15.0-2
python3-uc-micro	1.0.3-1build1
python3-update-manager	1:26.04.5
python3-urllib3	2.6.3-1ubuntu1.1
python3-venv	3.14.3-0ubuntu2
python3-wadllib	2.0.0-3
python3-xkit	0.5.0ubuntu8
python3-yaml	6.0.3-1build1
python3-zipp	3.23.0-1build1
python3-zope.interface	8.2-1build1
python3.14	3.14.4-1ubuntu0.1
python3.14-gdbm	3.14.4-1ubuntu0.1
python3.14-minimal	3.14.4-1ubuntu0.1
python3.14-venv	3.14.4-1ubuntu0.1
readline-common	8.3-4
ripgrep	15.1.0-1ubuntu1
rpcsvc-proto	1.4.3-1build1
rsync	3.4.1+ds1-7ubuntu0.3
rsyslog	8.2512.0-1ubuntu4.1
rust-coreutils	0.8.0-0ubuntu3
sbsigntool	0.9.4-3.1ubuntu9
screen	4.9.1-3ubuntu2
secureboot-db	1.9build2
sed	4.9-2ubuntu1
sensible-utils	0.0.26build1
sg3-utils	1.48-3ubuntu3.1
sg3-utils-udev	1.48-3ubuntu3.1
sgml-base	1.31+nmu1build1
shared-mime-info	2.4-5build3
shim-signed	1.59+15.8-0ubuntu2
snapd	2.76.3+ubuntu26.04
socat	1.8.1.1-1ubuntu0.1
software-properties-common	0.120.1
sos	4.10.2-1
squashfs-tools	1:4.7.5-1
ssh-import-id	5.11-0ubuntu4
strace	6.19+ds-0ubuntu5
sudo	1.9.17p2-1ubuntu3
sudo-common	1.2ubuntu
sudo-rs	0.2.13-0ubuntu1.2
sunxi-tools	1.4.2+git20240825.4390ca-1build1
sysstat	12.7.7-0ubuntu2
systemd	259.5-0ubuntu3.4
systemd-container	259.5-0ubuntu3.4
systemd-cryptsetup	259.5-0ubuntu3.4
systemd-hwe-hwdb	259.5.3ubuntu
systemd-resolved	259.5-0ubuntu3.4
systemd-sysv	259.5-0ubuntu3.4
sysvinit-utils	3.15-5ubuntu1
tar	1.35+dfsg-4ubuntu0.4
tcl	8.6.16build1
tcl8.6	8.6.17+dfsg-1build1
tcpdump	4.99.6-1
telnet	0.17+2.7-2ubuntu1.1
tftp-hpa	5.3+20251209-2
tftpd-hpa	5.3+20251209-2
thermald	2.5.11-0ubuntu1
thin-provisioning-tools	1.1.0-4ubuntu2
time	1.9-0.4
timgm6mb-soundfont	1.3-5build1
tio	3.9-1build1
tmux	3.6a-2ubuntu0.1
tnftp	20260211-1
tpm-udev	4.1.3-6
trace-cmd	3.3.3-1ubuntu2
traceroute	1:2.1.6-1build1
tzdata	2026c-0ubuntu0.26.04.1
ubuntu-drivers-common	1:0.10.9
ubuntu-helper-virt-hwe	1:10.2.1+ds-1ubuntu4.3
ubuntu-kernel-accessories	1.570.3
ubuntu-keyring	2023.11.28.1build1
ubuntu-minimal	1.570.3
ubuntu-pro-client	37.2ubuntu0.1
ubuntu-pro-client-l10n	37.2ubuntu0.1
ubuntu-release-upgrader-core	1:26.04.23
ubuntu-server	1.570.3
ubuntu-server-minimal	1.570.3
ubuntu-standard	1.570.3
ucf	3.0052ubuntu1
udev	259.5-0ubuntu3.4
udisks2	2.10.91-1ubuntu2.1
ufw	0.36.2-9build1
unattended-upgrades	2.12ubuntu9
unminimize	0.5build1
update-manager-core	1:26.04.5
update-notifier-common	3.207.2
upower	1.91.1-1
usb-modeswitch	2.6.2-1ubuntu1
usb-modeswitch-data	20191128-7build1
usb.ids	2025.12.13-1
usbmuxd	1.1.1-7
usbutils	1:019-1
user-session-migration	0.5.1
util-linux	2.41.3-3ubuntu2.2
util-linux-extra	2.41.3-3ubuntu2.2
uuid-runtime	2.41.3-3ubuntu2.2
vim	2:9.1.2141-1ubuntu4.8
vim-common	2:9.1.2141-1ubuntu4.8
vim-runtime	2:9.1.2141-1ubuntu4.8
vim-tiny	2:9.1.2141-1ubuntu4.8
wget	1.25.0-2ubuntu4.4
whiptail	0.52.25-1ubuntu3
wireless-regdb	2026.02.04-0ubuntu1
wpasupplicant	2:2.11-0ubuntu5
x11-common	1:7.7+26ubuntu1
xauth	1:1.1.2-1.1build1
xdg-user-dirs	0.19-1
xfsprogs	6.18.0-3
xkb-data	2.46-2
xml-core	0.19build1
xxd	2:9.1.2141-1ubuntu4.8
xz-utils	5.8.3-1
zerofree	1.1.1-1build6
zlib1g:amd64	1:1.3.dfsg+really1.3.1-1ubuntu3.1
zstd	1.5.7+dfsg-3
