libtinfo6	6.6+20251231-1	amd64
libtirpc-common	1.3.7-0.1	all
libtirpc3t64	1.3.7-0.1	amd64
libtraceevent1	1:1.8.7-1	amd64
libtraceevent1-plugin	1:1.8.7-1	amd64
libtracefs1	1.8.2-1ubuntu1	amd64
libtss2-esys-3.0.2-0t64	4.1.3-6	amd64
libtss2-mu-4.0.1-0t64	4.1.3-6	amd64
libtss2-sys1t64	4.1.3-6	amd64
libtss2-tcti-cmd0t64	4.1.3-6	amd64
libtss2-tcti-device0t64	4.1.3-6	amd64
libtss2-tcti-mssim0t64	4.1.3-6	amd64
libtss2-tcti-swtpm0t64	4.1.3-6	amd64
libtwolame0	0.4.0-2build4	amd64
libuchardet0	0.0.8-2	amd64
libudev1	259.5-0ubuntu3.4	amd64
libudisks2-0	2.10.91-1ubuntu2.1	amd64
libunibreak6	6.1-3build1	amd64
libunistring5	1.3-2build1	amd64
libunwind8	1.8.3-0ubuntu1	amd64
libupower-glib3	1.91.1-1	amd64
liburcu8t64	0.15.6-1	amd64
libusb-1.0-0	2:1.0.29-2build1	amd64
libusb-1.0-0-dev	2:1.0.29-2build1	amd64
libusb-1.0-doc	2:1.0.29-2build1	all
libusbmuxd-2.0-7	2.1.1-1	amd64
libuuid1	2.41.3-3ubuntu2.2	amd64
libuv1t64	1.51.0-2ubuntu1	amd64
libv4l-0t64	1.32.0-2ubuntu1	amd64
libv4lconvert0t64	1.32.0-2ubuntu1	amd64
libva-drm2	2.23.0-1ubuntu1	amd64
libva2	2.23.0-1ubuntu1	amd64
libvisual-0.4-0	0.4.2-4	amd64
libvo-aacenc0	0.1.3-3build1	amd64
libvo-amrwbenc0	0.1.3-2build2	amd64
libvolume-key1	0.3.12-10build2	amd64
libvorbis0a	1.3.7-3build2	amd64
libvorbisenc2	1.3.7-3build2	amd64
libvorbisfile3	1.3.7-3build2	amd64
libvpx12	1.16.0-3	amd64
libvulkan1	1.4.341.0-1	amd64
libwavpack1	5.9.0-1	amd64
libwayland-client0	1.24.0-2	amd64
libwayland-cursor0	1.24.0-2	amd64
libwayland-egl1	1.24.0-2	amd64
libwebp7	1.5.0-0.1build1	amd64
libwebpmux3	1.5.0-0.1build1	amd64
libwebrtc-audio-processing-1-3	1.3-3build2	amd64
libwildmidi2	0.4.6-1	amd64
libwrap0	7.6.q-36build2	amd64
libx11-6	2:1.8.13-1	amd64
libx11-data	2:1.8.13-1	all
libx11-xcb1	2:1.8.13-1	amd64
libx265-215	4.1-4	amd64
libxau6	1:1.0.11-1build2	amd64
libxaw7	2:1.0.16-1build1	amd64
libxcb-dri3-0	1.17.0-2ubuntu1	amd64
libxcb-glx0	1.17.0-2ubuntu1	amd64
libxcb-present0	1.17.0-2ubuntu1	amd64
libxcb-randr0	1.17.0-2ubuntu1	amd64
libxcb-render0	1.17.0-2ubuntu1	amd64
libxcb-shm0	1.17.0-2ubuntu1	amd64
libxcb-sync1	1.17.0-2ubuntu1	amd64
libxcb-xfixes0	1.17.0-2ubuntu1	amd64
libxcb-xkb1	1.17.0-2ubuntu1	amd64
libxcb1	1.17.0-2ubuntu1	amd64
libxcomposite1	1:0.4.6-1build1	amd64
libxcursor1	1:1.2.3-1build1	amd64
libxdamage1	1:1.1.7-1	amd64
libxdmcp6	1:1.1.5-2	amd64
libxdo3	1:3.20160805.1-5.1build1	amd64
libxext6	2:1.3.4-1build3	amd64
libxfixes3	1:6.0.0-2build2	amd64
libxfont2	1:2.0.6-2ubuntu0.2	amd64
libxi6	2:1.8.2-2	amd64
libxinerama1	2:1.1.4-3build2	amd64
libxkbcommon-x11-0	1.13.1-1	amd64
libxkbcommon0	1.13.1-1	amd64
libxkbfile1	1:1.1.0-1build5	amd64
libxml2-16	2.15.2+dfsg-0.1ubuntu0.1	amd64
libxmlb2	0.3.24-2	amd64
libxmlsec1-1	1.3.9-1	amd64
libxmlsec1-openssl1	1.3.9-1	amd64
libxmu6	2:1.1.3-4	amd64
libxmuu1	2:1.1.3-4	amd64
libxnnpack0.20241108	0.0~git20241108.4ea82e5-2build1	amd64
libxpm4	1:3.5.17-1ubuntu0.26.04.1	amd64
libxrandr2	2:1.5.4-1build1	amd64
libxrender1	1:0.9.12-1build1	amd64
libxres1	2:1.2.1-1build2	amd64
libxshmfence1	1.3.3-1build1	amd64
libxslt1.1	1.1.45-0.1	amd64
libxss1	1:1.2.3-1build4	amd64
libxt6t64	1:1.2.1-1.3build1	amd64
libxtables12	1.8.11-2ubuntu3	amd64
libxtst6	2:1.2.5-1build1	amd64
libxxf86vm1	1:1.1.4-2	amd64
libxxhash0	0.8.3-2build1	amd64
libyajl2	2.1.0-5.1	amd64
libyaml-0-2	0.2.5-2build3	amd64
libzbar0t64	0.23.93-9ubuntu1	amd64
libzix-0-0	0.8.0-1	amd64
libzstd1	1.5.7+dfsg-3	amd64
libzvbi-common	0.2.44-1ubuntu2	all
libzvbi0t64	0.2.44-1ubuntu2	amd64
libzxing3	2.3.0-5	amd64
linux-base	4.15ubuntu5	all
linux-firmware	20260319.git217ca6e4.1ubuntu	all
linux-firmware-amd-graphics	20260319.git217ca6e4-0ubuntu3.1	all
linux-firmware-amd-misc	20260319.git217ca6e4-0ubuntu1.1	all
linux-firmware-broadcom-wireless	20260319.git217ca6e4-0ubuntu1.1	all
linux-firmware-intel-graphics	20260319.git217ca6e4-0ubuntu2.1	all
linux-firmware-intel-misc	20260319.git217ca6e4-0ubuntu1.2	all
linux-firmware-intel-wireless	20260319.git217ca6e4-0ubuntu2.1	all
linux-firmware-marvell-prestera	20260319.git217ca6e4-0ubuntu1.2	all
linux-firmware-marvell-wireless	20260319.git217ca6e4-0ubuntu1.1	all
linux-firmware-mediatek	20260319.git217ca6e4-0ubuntu1.2	all
linux-firmware-mellanox-spectrum	20260319.git217ca6e4-0ubuntu1.1	all
linux-firmware-misc	20260319.git217ca6e4-0ubuntu2.2	all
linux-firmware-netronome	20260319.git217ca6e4-0ubuntu1.1	all
linux-firmware-nvidia-graphics	20260319.git217ca6e4-0ubuntu1.1	all
linux-firmware-qlogic	20260319.git217ca6e4-0ubuntu1.1	all
linux-firmware-qualcomm-graphics	20260319.git217ca6e4-0ubuntu1.1	all
linux-firmware-qualcomm-misc	20260319.git217ca6e4-0ubuntu2.1	all
linux-firmware-qualcomm-wireless	20260319.git217ca6e4-0ubuntu1.2	all
linux-firmware-realtek	20260319.git217ca6e4-0ubuntu1.2	all
linux-generic	7.0.0-31.31	amd64
linux-headers-7.0.0-30	7.0.0-30.30	all
linux-headers-7.0.0-30-generic	7.0.0-30.30	amd64
linux-headers-7.0.0-31	7.0.0-31.31	all
linux-headers-7.0.0-31-generic	7.0.0-31.31	amd64
linux-headers-generic	7.0.0-31.31	amd64
linux-image-7.0.0-30-generic	7.0.0-30.30	amd64
linux-image-7.0.0-31-generic	7.0.0-31.31	amd64
linux-image-generic	7.0.0-31.31	amd64
linux-libc-dev	7.0.0-31.31	amd64
linux-main-modules-zfs-7.0.0-30-generic	7.0.0-30.30	amd64
linux-main-modules-zfs-7.0.0-31-generic	7.0.0-31.31+2	amd64
linux-modules-7.0.0-30-generic	7.0.0-30.30	amd64
linux-modules-7.0.0-31-generic	7.0.0-31.31	amd64
linux-perf	7.0.0-31.31	amd64
linux-sysctl-defaults	4.15ubuntu5	all
linux-tools-7.0.0-30	7.0.0-30.30	amd64
linux-tools-7.0.0-30-generic	7.0.0-30.30	amd64
linux-tools-7.0.0-31	7.0.0-31.31	amd64
linux-tools-7.0.0-31-generic	7.0.0-31.31	amd64
linux-tools-common	7.0.0-31.31	all
locales	2.43-2ubuntu2.3	all
login	1:4.16.0-2+really2.41.3-3ubuntu2.2	amd64
login.defs	1:4.17.4-2ubuntu3	all
logrotate	3.22.0-1build1	amd64
logsave	1.47.2-3ubuntu4	amd64
lrzsz	0.12.21rc-0.3	amd64
lsb-base	11.6build1	all
lsb-release	12.1-2build1	all
lshw	02.19.git.2021.06.19.996aaad9c7-2.1ubuntu3	amd64
lsof	4.99.4+dfsg-2build2	amd64
lvm2	2.03.31-2ubuntu3	amd64
lxd-agent-loader	0.13ubuntu0	all
lxd-installer	14ubuntu0	all
lzop	1.04-2build4	amd64
makedumpfile	1:1.7.7-1	amd64
man-db	2.13.1-1build1	amd64
manpages	6.17-1	all
manpages-dev	6.17-1	all
mawk	1.3.4.20260129-1	amd64
mdadm	4.5-5ubuntu1	amd64
media-types	14.0.0build1	all
mesa-libgallium	26.0.8-1ubuntu0.3	amd64
minicom	2.10-1ubuntu1	amd64
modemmanager	1.25.95-1ubuntu1	amd64
mokutil	0.7.2-2	amd64
motd-news-config	14ubuntu6.2	all
mount	2.41.3-3ubuntu2.2	amd64
mtools	4.0.49-1	amd64
mtr-tiny	0.95-1.1ubuntu2	amd64
multipath-tools	0.14.3-2ubuntu1	amd64
nano	8.7.1-1ubuntu0.1	amd64
ncurses-base	6.6+20251231-1	all
ncurses-bin	6.6+20251231-1	amd64
ncurses-term	6.6+20251231-1	all
needrestart	3.11-1ubuntu2	all
netbase	6.5build1	all
netcat-openbsd	1.234-1	amd64
netplan-generator	1.2-1ubuntu5	amd64
netplan.io	1.2-1ubuntu5	amd64
network-manager	1.54.3-2ubuntu3	amd64
network-manager-l10n	1.54.3-2ubuntu3	all
network-manager-pptp	1.2.12-6	amd64
networkd-dispatcher	2.2.4-1.1ubuntu1	all
nftables	1.1.6-1	amd64
node-acorn	8.16.0+ds+~cs25.18.7-4	all
node-balanced-match	2.0.0-1	all
node-brace-expansion	2.0.1+~1.1.0-2	all
node-cjs-module-lexer	1.2.3+dfsg-1	all
node-corepack	0.24.0-5build1	all
node-debug	4.4.3+~4.1.13-1	all
node-llhttp	9.3.3~really9.3.0+~cs12.11.8-3build1	all
node-lru-cache	10.0.1-3	all
node-minimatch	9.0.3-6	all
node-ms	2.1.3+~cs0.7.31-3	all
node-semver	7.6.1+~7.5.8-2	all
node-undici	7.18.2+dfsg+~cs3.2.0-1build1	all
node-xtend	4.0.2-3	all
nodejs	22.22.1+dfsg+~cs22.19.15-1ubuntu1	amd64
ntfs-3g	1:2022.10.3-5ubuntu1.1	amd64
numactl	2.0.19-1build1	amd64
open-iscsi	2.1.11-3ubuntu3	amd64
open-vm-tools	2:13.0.10-1ubuntu1	amd64
openssh-client	1:10.2p1-2ubuntu3.6	amd64
openssh-server	1:10.2p1-2ubuntu3.6	amd64
openssh-sftp-server	1:10.2p1-2ubuntu3.6	amd64
openssl	3.5.5-1ubuntu3.5	amd64
openssl-provider-legacy	3.5.5-1ubuntu3.5	amd64
os-prober	1.84ubuntu1	amd64
overlayroot	0.58ubuntu	all
packagekit	1.3.4-3ubuntu1.2	amd64
parted	3.6-6	amd64
passwd	1:4.17.4-2ubuntu3	amd64
patch	2.8-2build1	amd64
pci.ids	0.0~2026.02.12-1	all
pciutils	1:3.14.0-1build2	amd64
perl	5.40.1-7ubuntu0.1	amd64
perl-base	5.40.1-7ubuntu0.1	amd64
perl-modules-5.40	5.40.1-7ubuntu0.1	all
pinentry-curses	1.3.2-3ubuntu1	amd64
plymouth	24.004.60+git20250831.4a3c171d-0ubuntu8	amd64
plymouth-theme-ubuntu-text	24.004.60+git20250831.4a3c171d-0ubuntu8	amd64
pnp.ids	0.394-1build1	all
polkitd	127-2ubuntu1	amd64
powermgmt-base	1.38ubuntu2	all
ppp	2.5.2-1+1.2	amd64
pptp-linux	1.10.0-2build1	amd64
procps	2:4.0.4-9ubuntu1	amd64
psmisc	23.7-2ubuntu2	amd64
publicsuffix	20260129.1928-1	all
python-apt-common	3.1.0ubuntu1.1	all
python-babel-localedata	2.17.0-2	all
python3	3.14.3-0ubuntu2	amd64
python3-apport	2.34.1-0ubuntu0.1	all
python3-apt	3.1.0ubuntu1.1	amd64
python3-attr	25.4.0-1build1	all
python3-autocommand	2.2.2-4	all
python3-automat	25.4.16-1build1	all
python3-babel	2.17.0-2	all
python3-bcrypt	5.0.0-3build1	amd64
python3-blinker	1.9.0-2build1	all
python3-boto3	1.40.72-1build1	all
python3-botocore	1.40.72+repack-1build1	all
python3-bpfcc	0.35.0+ds-1ubuntu2	all
python3-certifi	2026.1.4+ds-1	all
python3-cffi-backend	2.0.0-3build1	amd64
python3-chardet	5.2.0+dfsg-2build1	all
python3-click	8.2.0+0.really.8.1.8-1build1	all
python3-commandnotfound	23.04.0build1	all
python3-configobj	5.0.9-1build1	all
python3-constantly	23.10.4-2build1	all
python3-cryptography	46.0.5-1ubuntu2	amd64
python3-dateutil	2.9.0-4build1	all
python3-dbus	1.4.0-1build2	amd64
python3-debconf	1.5.92	all
python3-debian	1.0.1ubuntu2	all
python3-distro	1.9.0-1build1	all
python3-distro-info	1.15	all
python3-distupgrade	1:26.04.23	all
python3-gdbm	3.14.3-0ubuntu2	amd64
python3-gi	3.56.2-1	amd64
python3-hamcrest	2.1.0-3	all
python3-httplib2	0.22.0-1ubuntu0.1	all
python3-hyperlink	21.0.0-6build1	all
python3-idna	3.11-1ubuntu0.1	all
python3-incremental	24.7.2-4	all
python3-inflect	7.5.0-1build1	all
python3-jaraco.context	6.0.1-2	all
python3-jaraco.functools	4.1.0-1build1	all
python3-jaraco.text	4.0.0-1build1	all
python3-jinja2	3.1.6-1build1	all
python3-jmespath	1.0.1-1build1	all
python3-json-pointer	2.4-4	all
python3-jsonpatch	1.32-6	all
python3-jsonschema	4.19.2-6ubuntu2	all
python3-jsonschema-specifications	2023.12.1-4	all
python3-jwt	2.10.1-4ubuntu1	all
python3-launchpadlib	2.1.0-1build1	all
python3-lazr.restfulclient	0.14.6-3build1	all
python3-lazr.uri	1.0.6-7build1	all
python3-linkify-it	2.0.3-1ubuntu3	all
python3-magic	2:0.4.27-3build1	all
python3-markdown-it	3.0.0-3build1	all
python3-markupsafe	3.0.3-1build1	amd64
python3-mdurl	0.1.2-1build1	all
python3-minimal	3.14.3-0ubuntu2	amd64
python3-more-itertools	10.8.0-1build1	all
python3-netaddr	1.3.0-1build1	all
python3-netifaces	0.11.0-2build7	amd64
python3-netplan	1.2-1ubuntu5	amd64
python3-oauthlib	3.3.1-1build1	all
python3-openssl	25.3.0-1ubuntu1	all
python3-packaging	26.0-1	all
python3-passlib	1.9.3-1ubuntu1	all
python3-pexpect	4.9-4	all
python3-pip-whl	25.1.1+dfsg-1ubuntu2	all
python3-pkg-resources	78.1.1-0.1build1	all
python3-problem-report	2.34.1-0ubuntu0.1	all
python3-ptyprocess	0.7.0-6build1	all
python3-pyasn1	0.6.3-1ubuntu0.1	all
python3-pyasn1-modules	0.4.1-2build1	all
python3-pygments	2.19.2+dfsg-1	all
python3-pyparsing	3.3.2-2	all
python3-referencing	0.36.2-1ubuntu2	all
python3-requests	2.32.5+dfsg-1ubuntu1	all
python3-rich	13.9.4-1.2	all
python3-rpds-py	0.27.1-2ubuntu3	amd64
python3-s3transfer	0.14.0-1build1	all
python3-serial	3.5-2build1	all
python3-service-identity	24.2.0-1build1	all
python3-setuptools	78.1.1-0.1build1	all
python3-setuptools-whl	78.1.1-0.1build1	all
python3-six	1.17.0-2build1	all
python3-software-properties	0.120.1	all
python3-systemd	235-1build9	amd64
python3-twisted	25.5.0-5ubuntu0.1	all
python3-typeguard	4.4.4-2	all
python3-typing-extensions	4.15.0-2	all
python3-uc-micro	1.0.3-1build1	all
python3-update-manager	1:26.04.5	all
python3-urllib3	2.6.3-1ubuntu1.1	all
python3-venv	3.14.3-0ubuntu2	amd64
python3-wadllib	2.0.0-3	all
python3-xkit	0.5.0ubuntu8	all
python3-yaml	6.0.3-1build1	amd64
python3-zipp	3.23.0-1build1	all
python3-zope.interface	8.2-1build1	amd64
python3.14	3.14.4-1ubuntu0.1	amd64
python3.14-gdbm	3.14.4-1ubuntu0.1	amd64
python3.14-minimal	3.14.4-1ubuntu0.1	amd64
python3.14-venv	3.14.4-1ubuntu0.1	amd64
readline-common	8.3-4	all
ripgrep	15.1.0-1ubuntu1	amd64
rpcsvc-proto	1.4.3-1build1	amd64
rsync	3.4.1+ds1-7ubuntu0.3	amd64
rsyslog	8.2512.0-1ubuntu4.1	amd64
rust-coreutils	0.8.0-0ubuntu3	amd64
sbsigntool	0.9.4-3.1ubuntu9	amd64
screen	4.9.1-3ubuntu2	amd64
secureboot-db	1.9build2	amd64
sed	4.9-2ubuntu1	amd64
sensible-utils	0.0.26build1	all
sg3-utils	1.48-3ubuntu3.1	amd64
sg3-utils-udev	1.48-3ubuntu3.1	all
sgml-base	1.31+nmu1build1	all
shared-mime-info	2.4-5build3	amd64
shim-signed	1.59+15.8-0ubuntu2	amd64
snapd	2.76.3+ubuntu26.04	amd64
socat	1.8.1.1-1ubuntu0.1	amd64
software-properties-common	0.120.1	all
sos	4.10.2-1	all
squashfs-tools	1:4.7.5-1	amd64
ssh-import-id	5.11-0ubuntu4	all
strace	6.19+ds-0ubuntu5	amd64
sudo	1.9.17p2-1ubuntu3	amd64
sudo-common	1.2ubuntu	all
sudo-rs	0.2.13-0ubuntu1.2	amd64
sunxi-tools	1.4.2+git20240825.4390ca-1build1	amd64
sysstat	12.7.7-0ubuntu2	amd64
systemd	259.5-0ubuntu3.4	amd64
systemd-container	259.5-0ubuntu3.4	amd64
systemd-cryptsetup	259.5-0ubuntu3.4	amd64
systemd-hwe-hwdb	259.5.3ubuntu	all
systemd-resolved	259.5-0ubuntu3.4	amd64
systemd-sysv	259.5-0ubuntu3.4	amd64
sysvinit-utils	3.15-5ubuntu1	amd64
tar	1.35+dfsg-4ubuntu0.4	amd64
tcl	8.6.16build1	amd64
tcl8.6	8.6.17+dfsg-1build1	amd64
tcpdump	4.99.6-1	amd64
telnet	0.17+2.7-2ubuntu1.1	all
tftp-hpa	5.3+20251209-2	amd64
tftpd-hpa	5.3+20251209-2	amd64
thermald	2.5.11-0ubuntu1	amd64
thin-provisioning-tools	1.1.0-4ubuntu2	amd64
time	1.9-0.4	amd64
timgm6mb-soundfont	1.3-5build1	all
tio	3.9-1build1	amd64
tmux	3.6a-2ubuntu0.1	amd64
tnftp	20260211-1	amd64
tpm-udev	4.1.3-6	all
trace-cmd	3.3.3-1ubuntu2	amd64
traceroute	1:2.1.6-1build1	amd64
tzdata	2026c-0ubuntu0.26.04.1	all
ubuntu-drivers-common	1:0.10.9	amd64
ubuntu-helper-virt-hwe	1:10.2.1+ds-1ubuntu4.3	all
ubuntu-kernel-accessories	1.570.3	amd64
ubuntu-keyring	2023.11.28.1build1	all
ubuntu-minimal	1.570.3	amd64
ubuntu-pro-client	37.2ubuntu0.1	amd64
ubuntu-pro-client-l10n	37.2ubuntu0.1	amd64
ubuntu-release-upgrader-core	1:26.04.23	all
ubuntu-server	1.570.3	amd64
ubuntu-server-minimal	1.570.3	amd64
ubuntu-standard	1.570.3	amd64
ucf	3.0052ubuntu1	all
udev	259.5-0ubuntu3.4	amd64
udisks2	2.10.91-1ubuntu2.1	amd64
ufw	0.36.2-9build1	all
unattended-upgrades	2.12ubuntu9	all
unminimize	0.5build1	amd64
update-manager-core	1:26.04.5	all
update-notifier-common	3.207.2	all
upower	1.91.1-1	amd64
usb-modeswitch	2.6.2-1ubuntu1	amd64
usb-modeswitch-data	20191128-7build1	all
usb.ids	2025.12.13-1	all
usbmuxd	1.1.1-7	amd64
usbutils	1:019-1	amd64
user-session-migration	0.5.1	amd64
util-linux	2.41.3-3ubuntu2.2	amd64
util-linux-extra	2.41.3-3ubuntu2.2	amd64
uuid-runtime	2.41.3-3ubuntu2.2	amd64
vim	2:9.1.2141-1ubuntu4.8	amd64
vim-common	2:9.1.2141-1ubuntu4.8	all
vim-runtime	2:9.1.2141-1ubuntu4.8	all
vim-tiny	2:9.1.2141-1ubuntu4.8	amd64
wget	1.25.0-2ubuntu4.4	amd64
whiptail	0.52.25-1ubuntu3	amd64
wireless-regdb	2026.02.04-0ubuntu1	all
wpasupplicant	2:2.11-0ubuntu5	amd64
x11-common	1:7.7+26ubuntu1	all
x11-xkb-utils	7.7+9build1	amd64
xauth	1:1.1.2-1.1build1	amd64
xdg-user-dirs	0.19-1	amd64
xdotool	1:3.20160805.1-5.1build1	amd64
xfsprogs	6.18.0-3	amd64
xkb-data	2.46-2	all
xml-core	0.19build1	all
xserver-common	2:21.1.22-1ubuntu1	all
xvfb	2:21.1.22-1ubuntu1	amd64
xxd	2:9.1.2141-1ubuntu4.8	amd64
xz-utils	5.8.3-1	amd64
zerofree	1.1.1-1build6	amd64
zlib1g	1:1.3.dfsg+really1.3.1-1ubuntu3.1	amd64
zstd	1.5.7+dfsg-3	amd64
